	mean_sigma	alpha	beta	prior_sigma	Y_mean	X_mean	Z_mean	gene
ENSG00000260314	0.336186927	4.999100376	10.00440668	0.501853279	54.43201	24.96825397	2.808988764	MRC1
ENSG00000119912	0.48589509	6.963284934	7.322947507	0.494027265	41.42894	25	1.853932584	IDE
ENSG00000125686	0.500627136	6.80423556	6.748660123	0.508216905	11.912843	25	1.595505618	MED1
ENSG00000198053	0.383466208	5.672646911	9.152913936	0.498818931	30.334929	24.98412698	2.483146067	SIRPA
ENSG00000101883	0.184886036	3.22321249	14.44483637	0.503688137	0.74970937	21.0952381	2.95505618	RHOXF1
ENSG00000007202	0.589804648	7.987020868	5.592475208	0.496651177	180.47993	24.98412698	1.764044944	KIAA0100
ENSG00000141448	0.396701654	5.7404455	8.639103437	0.504130182	15.858228	23.17460317	2.011235955	GATA6
ENSG00000204291	0.395544375	5.818858328	8.727192666	0.505947603	160.16098	25	2.662921348	COL15A1
ENSG00000187535	0.42856524	6.339292747	8.34518958	0.502568847	62.424328	25	2.393258427	IFT140
ENSG00000118762	0.535118959	7.348271649	6.289219371	0.484766222	39.314327	24.98412698	1.539325843	PKD2
ENSG00000150779	0.549556055	7.362679025	5.966438206	0.506651404	13.429219	25	1.561797753	TIMM8B
ENSG00000159251	0.314305743	4.611946345	10.29855215	0.506732134	138.1686	24.53968254	2.764044944	ACTC1
ENSG00000197702	0.659324703	8.539652441	4.367433106	0.507801622	115.68408	24.98412698	1.146067416	PARVA
ENSG00000239382	0.347066187	5.297741366	9.797702736	0.501999472	18.481733	24.98412698	2.617977528	ALKBH6
ENSG00000172404	0.019271409	0.518581646	26.76895116	0.499510624	0.002995553	0.53968254	2.943820225	DNAJB7
ENSG00000145826	0.028696169	0.749147244	25.13825405	0.502737989	3.042461	3.222222222	3	LECT2
ENSG00000169180	0.513984038	7.158788137	6.721101043	0.493853423	123.260895	25	2.157303371	XPO6
ENSG00000158290	0.515410872	7.218893836	7.036650514	0.501800942	51.185013	24.96825397	1.876404494	CUL4B
ENSG00000170100	0.556026846	6.965628846	5.771355426	0.487823999	1.8069794	24.9047619	1.134831461	ZNF778
ENSG00000117505	0.592002099	7.616823127	5.147562585	0.498416258	11.873537	25	1.348314607	DR1
ENSG00000175984	0.301523864	4.605445287	10.84063888	0.496238332	8.9699545	24.9047619	2.460674157	DENND2C
ENSG00000174718	0.523192729	6.939835974	6.366806944	0.504408556	9.4059925	25	1.471910112	KIAA1551
ENSG00000138768	0.613886924	8.054020239	5.18144786	0.491915965	111.23715	25	1.516853933	USO1
ENSG00000140743	0.733613556	8.001666427	2.91978709	0.501406839	11.59658	24.98412698	0.696629213	CDR2
ENSG00000162924	0.475690461	6.346306546	6.821538	0.493702453	3.9144387	24.9047619	1.651685393	REL
ENSG00000186532	0.474344109	6.585970747	7.259211322	0.511846556	7.6506042	24.96825397	1.808988764	SMYD4
ENSG00000204869	0.076573233	1.764082018	20.24718345	0.49137947	0.58950686	12.07936508	2.966292135	IGFL4
ENSG00000198408	0.46377231	6.649914841	7.738788187	0.500389917	106.98017	25	2.146067416	MGEA5
ENSG00000129460	0.408427567	6.106441568	8.884968054	0.500837608	56.733685	25	2.438202247	NGDN
ENSG00000120526	0.42176398	6.124943471	8.308404169	0.500640537	13.527801	24.96825397	2.112359551	NUDCD1
ENSG00000126787	0.264565299	4.106929612	11.29879866	0.499266404	2.7578704	21.06349206	2.348314607	DLGAP5
ENSG00000137106	0.450759931	6.716134725	8.206055723	0.494584088	142.09059	25	2.292134831	GRHPR
ENSG00000180447	0.154203383	2.953644818	16.2457119	0.501126599	0.009740265	0.174603175	1.303370787	GAS1
ENSG00000278311	0.461242365	6.695192392	7.696651942	0.501946225	81.35382	24.98412698	2.078651685	GGNBP2
ENSG00000111676	0.603016832	8.32469696	5.391833388	0.503267894	229.86339	25	1.595505618	ATN1
ENSG00000070831	0.550428632	7.672910962	6.215681252	0.505740312	116.4415	25	1.853932584	CDC42
ENSG00000121210	0.695710624	8.313111721	3.741270261	0.500493436	30.968702	25	0.943820225	TMEM131L
ENSG00000164591	0.159021785	2.843247947	15.01657042	0.500301461	0.8545309	20.06349206	2.966292135	MYOZ3
ENSG00000188167	0.266384693	4.167295395	11.54530776	0.492537112	0.0481996	10.41269841	1.191011236	TMPPE
ENSG00000244509	0.421112786	6.128447332	8.034965137	0.503058124	7.517185	24.74603175	1.685393258	APOBEC3C
ENSG00000167191	0.378159003	5.574046612	9.222069485	0.486444142	42.134148	24.88888889	2.438202247	GPRC5B
ENSG00000184164	0.456311647	6.465506435	7.651382849	0.49660533	79.380585	24.98412698	1.97752809	CRELD2
ENSG00000137877	0.307332139	4.669123888	10.51235547	0.492418268	18.161026	24.98412698	2.842696629	SPTBN5
ENSG00000100280	0.585896316	7.891014749	5.706358359	0.504712297	142.7799	24.98412698	1.438202247	AP1B1
ENSG00000112062	0.476617364	6.721512963	7.455531634	0.491189125	43.756947	25	2	MAPK14
ENSG00000138162	0.551792873	7.654921978	6.179053982	0.500663037	141.47604	24.98412698	1.752808989	TACC2
ENSG00000150672	0.278944297	4.453220554	11.36778482	0.508684489	10.0377	24.87301587	2.853932584	DLG2
ENSG00000120837	0.766638086	8.492815348	2.681602324	0.493291582	53.273403	25	0.258426966	NFYB
ENSG00000062725	0.440846524	6.243867116	7.875158817	0.497011331	20.058006	24.96825397	2.033707865	APPBP2
ENSG00000109854	0.6114957	8.02357081	5.177239494	0.500614257	26.156767	25	1.258426966	HTATIP2
ENSG00000145919	0.432845945	6.35979903	8.18128057	0.500266584	21.334732	24.98412698	2.02247191	BOD1
ENSG00000132613	0.352273543	5.278167649	9.702808281	0.495084572	97.09029	25	2.752808989	MTSS1L
ENSG00000146802	0.53265797	6.917259975	6.212882325	0.501978261	6.64201	24.93650794	1.348314607	TMEM168
ENSG00000184840	0.669910029	8.667848513	4.401984676	0.515549966	95.022964	25	1.056179775	TMED9
ENSG00000009780	0.413540449	5.923203498	8.287665848	0.497024636	8.914237	24.98412698	2.011235955	FAM76A
ENSG00000064703	0.297113635	4.644531562	10.90680616	0.494073003	10.130148	24.98412698	2.764044944	DDX20
ENSG00000151726	0.483805171	6.882414965	7.206500057	0.501334712	307.0703	25	2.213483146	ACSL1
ENSG00000153037	0.479023111	6.409015049	7.117360876	0.506660631	4.2231984	24.98412698	1.460674157	SRP19
ENSG00000213920	0.497491265	6.852978016	6.844458734	0.497928821	17.619154	25	1.651685393	MDP1
ENSG00000170445	0.759746296	9.403889252	2.999760027	0.507406021	101.91695	25	0.786516854	HARS
ENSG00000102098	0.275761106	4.409985678	11.21630016	0.491508555	1.9891998	24.63492063	2.674157303	SCML2
ENSG00000128731	0.654004786	8.738328019	4.518527788	0.504808365	157.50381	25	1.224719101	HERC2
ENSG00000054938	0.458376574	6.24118037	7.307111408	0.495963794	26.11696	24.33333333	1.595505618	CHRDL2
ENSG00000109572	0.555996994	7.452918499	5.983026913	0.500574397	28.664633	25	1.528089888	CLCN3
ENSG00000155307	0.377488517	5.61965542	9.209010884	0.49410973	8.227286	24.87301587	2.101123596	SAMSN1
ENSG00000156136	0.337152752	4.994887774	9.956173496	0.507696158	10.084764	24.98412698	2.719101124	DCK
ENSG00000240694	0.168874199	3.041548821	15.14383327	0.489831483	0.9846001	20.22222222	2.898876404	PNMA2
ENSG00000176956	0.17399943	3.018517837	14.31829866	0.498437134	9.540786	20.85714286	2.921348315	LY6H
ENSG00000121905	0.187907566	3.296325731	13.97286825	0.503901329	14.921722	20.01587302	2.707865169	HPCA
ENSG00000166321	0.31150651	4.735298281	10.63854836	0.510153268	2.2542202	24.9047619	2.606741573	NUDT13
ENSG00000077279	0.056859076	1.358746485	22.43648214	0.500712405	0.04057725	5.412698413	2.662921348	DCX
ENSG00000116096	0.70429917	7.570993437	3.192985178	0.511264498	7.14804	24.98412698	0.629213483	SPR
ENSG00000176986	0.621812459	8.336875708	5.170300137	0.496985641	137.28777	25	1.494382022	SEC24C
ENSG00000164900	0.021227429	0.583764442	25.93709448	0.494644375	0.031061359	1.523809524	2.966292135	GBX1
ENSG00000223443	0.156748537	2.962004105	15.69467111	0.488830717	1.00E-05	0	1.393258427	USP17L2
ENSG00000067798	0.294690425	4.557279752	11.08710461	0.505336003	6.86995	24.66666667	2.775280899	NAV3
ENSG00000155858	0.435382536	5.899937369	7.565125601	0.497670258	1.1133716	24.6031746	1.584269663	LSM11
ENSG00000068354	0.500818215	6.761700215	6.693877284	0.505390044	8.024685	24.96825397	1.595505618	TBC1D25
ENSG00000099866	0.160646811	2.803616441	15.03899386	0.502721153	0.7626964	16	2.662921348	MADCAM1
ENSG00000136240	0.545076816	7.419898449	6.33726921	0.500257629	50.60703	25	1.730337079	KDELR2
ENSG00000140836	0.421005482	5.938897589	8.169335296	0.492026565	3.13324	24.77777778	1.853932584	ZFHX3
ENSG00000107959	0.754967238	9.639573546	3.17537109	0.501442729	159.60901	25	1.078651685	PITRM1
ENSG00000145495	0.422734767	6.317945206	8.680960142	0.499274572	178.94234	25	2.516853933	6-Mar
ENSG00000125820	0.056137797	1.392773266	23.28564777	0.507540079	0.19601256	8.174603175	2.719101124	NKX2-2
ENSG00000142347	0.342299429	5.140881343	10.10107545	0.50371416	55.595165	24.98412698	2.876404494	MYO1F
ENSG00000144040	0.455119493	6.394937658	7.827576753	0.48950142	27.022655	25	1.876404494	SFXN5
ENSG00000130052	0.60941881	7.875278223	4.941254716	0.497249423	18.25479	24.96825397	1.08988764	STARD8
ENSG00000124228	0.727743353	9.355115215	3.60937124	0.494469539	103.844666	24.98412698	0.820224719	DDX27
ENSG00000049283	0.318576552	4.700635362	10.08286158	0.49327538	18.974424	22.96825397	2.438202247	EPN3
ENSG00000112473	0.72573403	8.95668847	3.41178153	0.491634322	95.51744	25	0.842696629	SLC39A7
ENSG00000140955	0.194358663	3.210731068	13.24879945	0.500834987	2.339198	22.63492063	2.97752809	ADAD2
ENSG00000085733	0.689343048	9.701287473	4.452096573	0.517284515	391.81656	25	1.280898876	CTTN
ENSG00000130300	0.345333987	5.216620067	10.16592091	0.490359442	114.603134	24.88888889	2.91011236	PLVAP
ENSG00000204954	0.416009231	5.780628132	8.335926502	0.505213995	3.7984853	24.98412698	1.865168539	C12orf73
ENSG00000173409	0.445035847	6.355453391	7.868904666	0.494659191	15.073818	25	1.97752809	ARV1
ENSG00000110245	0.157986482	2.759268375	14.988566	0.490530665	556.1254	16.49206349	2.820224719	APOC3
ENSG00000106804	0.316757715	4.792047129	10.4191576	0.494921154	58.411274	25	3	C5
ENSG00000095787	0.538346492	7.447915514	6.452708505	0.49517939	122.96444	25	1.876404494	WAC
ENSG00000137975	0.238887227	3.81270889	11.94811686	0.490124899	14.314963	20.07936508	2.426966292	CLCA2
ENSG00000156269	0.02933751	0.752436172	25.3406616	0.499428349	0.0260332	0.904761905	2.808988764	NAA11
ENSG00000182566	0.198525273	3.451332817	13.6290332	0.494381343	3.5095892	22.42857143	3	CLEC4G
ENSG00000141642	0.397399552	5.71067994	8.541775281	0.50853285	2.7108274	24.96825397	2.06741573	ELAC1
ENSG00000105607	0.549309016	7.47784957	6.09660058	0.494385128	35.52153	25	1.404494382	GCDH
ENSG00000111110	0.346132049	5.02889824	9.847452876	0.503141712	3.405767	24.73015873	2.168539326	PPM1H
ENSG00000141101	0.587011126	7.852937225	5.342481137	0.497099624	41.72856	25	1.651685393	NOB1
ENSG00000019485	0.683736968	7.523337905	3.482068045	0.499537025	3.7056935	25	0.292134831	PRDM11
ENSG00000047932	0.426064991	6.028244176	8.177755644	0.510253575	7.162053	24.98412698	1.898876404	GOPC
ENSG00000162819	0.418858102	6.072996914	8.26008028	0.490529991	19.247179	25	2.146067416	BROX
ENSG00000095951	0.534375872	7.013367645	6.241080228	0.502167166	5.890983	25	1.449438202	HIVEP1
ENSG00000106537	0.450225268	6.372468566	7.80604965	0.493156671	39.550434	24.96825397	2.08988764	TSPAN13
ENSG00000138172	0.585740193	7.611214556	5.23011958	0.499032662	9.628838	25	1.168539326	CALHM2
ENSG00000112159	0.506772868	7.133858962	6.878070603	0.506012692	101.17124	25	2.134831461	MDN1
ENSG00000020922	0.800795528	7.872884722	1.96496588	0.492667896	21.86122	25	0.101123596	MRE11
ENSG00000188779	0.229096174	3.666271281	12.33213357	0.492962104	1.2632962	24.12698413	2.808988764	SKOR1
ENSG00000006712	0.717103285	9.31940444	3.653326491	0.497410765	117.00857	24.98412698	1.224719101	PAF1
ENSG00000136732	0.357831702	5.319627885	9.631738811	0.502905025	37.515686	25	2.314606742	GYPC
ENSG00000174950	0.137835595	2.504452231	15.25794861	0.491084623	2.8436675	15.71428571	2.91011236	CD164L2
ENSG00000161914	0.378485194	5.558518308	9.232772917	0.493136427	10.827765	24.98412698	2.393258427	ZNF653
ENSG00000065615	0.5428656	7.288403824	6.042310048	0.506351919	19.704483	25	1.393258427	CYB5R4
ENSG00000109846	0.47494608	6.974584925	7.632493887	0.50232707	339.51468	25	2.337078652	CRYAB
ENSG00000173221	0.385436266	5.614589972	8.983244991	0.505289671	28.422497	25	2.292134831	GLRX
ENSG00000004975	0.76964461	8.429039513	2.477584121	0.500936331	46.660686	24.98412698	0.303370787	DVL2
ENSG00000240247	0.209325173	3.50623442	12.92674147	0.501056949	83.72163	21.87301587	2.93258427	DEFA1B
ENSG00000161800	0.387699926	5.787783681	8.917535018	0.501633799	13.52499	24.98412698	2.471910112	RACGAP1
ENSG00000203907	0.103896669	2.117820473	18.29713099	0.503136615	0.16551492	14	2.97752809	OOEP
ENSG00000204450	0.016215615	0.442670649	26.593691	0.499127864	0.001554315	0.444444444	2.97752809	TRIM64
ENSG00000024526	0.218969694	3.535618421	12.52667	0.511317743	0.6984321	16.80952381	2.191011236	DEPDC1
ENSG00000138442	0.644352672	8.161554802	4.489401691	0.496620388	23.120758	25	1.101123596	WDR12
ENSG00000253251	0.283739051	4.387400635	10.83736329	0.500800275	0.20583986	22.65079365	1.943820225	AC008560.1
ENSG00000176853	0.507127308	7.130395657	6.840016539	0.500886079	33.08079	24.98412698	1.831460674	FAM91A1
ENSG00000106025	0.500180011	6.875640249	6.750026163	0.504194739	21.173985	24.80952381	1.752808989	TSPAN12
ENSG00000115561	0.694827613	8.025359653	3.621501687	0.511426337	12.509785	25	0.707865169	CHMP3
ENSG00000172867	0.241936863	3.871568795	12.01212809	0.510734551	1081.8058	21.06349206	2.741573034	KRT2
ENSG00000145632	0.726190222	8.830639878	3.343427315	0.514103489	64.74617	25	0.786516854	PLK2
ENSG00000186625	0.504257644	7.010749775	6.85891905	0.501369485	20.83976	25	1.730337079	KATNA1
ENSG00000103534	0.393385485	5.448870473	8.316785795	0.505587273	24.405025	21.85714286	1.943820225	TMC5
ENSG00000177025	0.248819695	4.078478993	12.43649049	0.510382971	1.4754267	24.73015873	2.93258427	C19orf18
ENSG00000104518	0.608239531	8.336672649	5.351466932	0.496335057	112.80861	25	1.370786517	GSDMD
ENSG00000068024	0.603375019	7.849326931	4.984564147	0.493082907	23.40115	25	1.134831461	HDAC4
ENSG00000186572	0.015137579	0.39872323	26.00994958	0.494319007	1.00E-05	0	2.97752809	DEFB107A
ENSG00000198160	0.541686705	7.454190981	6.257907935	0.505693716	22.457584	25	1.617977528	MIER1
ENSG00000148950	0.460788418	6.399853733	7.513722008	0.507593369	7.5622025	25	1.606741573	IMMP1L
ENSG00000148948	0.14017684	2.590946559	16.05817549	0.497168679	0.45403633	17.68253968	2.921348315	LRRC4C
ENSG00000168000	0.499883288	7.062044119	7.109877574	0.501394311	172.9763	25	2.112359551	BSCL2
ENSG00000197903	0.2193677	3.668660362	12.8832494	0.507532351	0.016276795	0.825396825	0.224719101	HIST1H2BK
ENSG00000132475	0.867237971	10.64775843	1.654842326	0.474826137	360.97046	25	0.235955056	H3F3B
ENSG00000168876	0.649399291	7.322602231	3.983382661	0.495795452	5.532672	24.92063492	0.539325843	ANKRD49
ENSG00000198429	0.421301979	5.943578122	8.091729814	0.505066855	1.5568467	24.68253968	1.797752809	ZNF69
ENSG00000154822	0.358639011	5.205076193	9.456897125	0.492514542	7.874229	24.98412698	2.483146067	PLCL2
ENSG00000147883	0.240051639	3.876617009	12.26072721	0.498730616	1.1897541	21.52380952	2.539325843	CDKN2B
ENSG00000151117	0.310127427	4.717309407	10.42523421	0.504213406	1.6156323	24.80952381	2.404494382	TMEM86A
ENSG00000112972	0.490476317	7.000736743	7.322716869	0.496702242	68.83126	25	2.011235955	HMGCS1
ENSG00000082397	0.422147741	6.054469094	8.300272151	0.511848832	70.85968	24.98412698	2.483146067	EPB41L3
ENSG00000058729	0.574454216	7.702380883	5.826010241	0.503743329	15.403371	25	1.370786517	RIOK2
ENSG00000171236	0.20040993	3.292012365	13.45352237	0.494796567	4.4384904	19.31746032	2.820224719	LRG1
ENSG00000171365	0.31188595	4.749861491	10.6581863	0.503397392	4.1396666	24.82539683	2.494382022	CLCN5
ENSG00000188373	0.12679654	2.280635194	16.52950042	0.498549971	9.903485	11.65079365	2.606741573	C10orf99
ENSG00000258484	0.173885271	3.088210855	14.87837141	0.511665478	0.29844588	20.9047619	2.93258427	SPESP1
ENSG00000148737	0.735503373	8.16598958	2.95379731	0.509331032	27.731632	25	0.516853933	TCF7L2
ENSG00000138434	0.366288114	5.734144769	9.389162549	0.50297725	122.00466	25	2.808988764	SSFA2
ENSG00000102109	0.284608004	4.470420388	10.90923937	0.50204755	26.71535	23.84126984	2.617977528	PCSK1N
ENSG00000170477	0.259150878	4.115271337	11.53380242	0.503081659	688.0206	21.47619048	2.764044944	KRT4
ENSG00000007168	0.693663062	8.573963342	3.859710697	0.509573858	70.14882	24.98412698	1.325842697	PAFAH1B1
ENSG00000135766	0.74525676	8.188260673	2.763423185	0.497533996	16.075924	25	0.573033708	EGLN1
ENSG00000160551	0.540671493	6.973559158	6.040175003	0.505258737	14.610783	24.96825397	1.269662921	TAOK1
ENSG00000131269	0.472240016	6.72249526	7.280064799	0.504129949	30.951393	24.98412698	1.820224719	ABCB7
ENSG00000169857	0.502304153	6.994177495	6.954480475	0.499209739	10.102602	25	1.651685393	AVEN
ENSG00000156973	0.540166984	7.218716083	6.132498495	0.513102499	13.474228	25	1.438202247	PDE6D
ENSG00000167005	0.523027629	7.195606179	6.427469282	0.498753839	27.68693	25	1.797752809	NUDT21
ENSG00000138641	0.487821676	6.986439073	7.222916711	0.507349088	43.00182	25	1.808988764	HERC3
ENSG00000144962	0.042044833	1.028599101	23.94937791	0.502093292	0.7509089	4.777777778	2.93258427	SPATA16
ENSG00000153234	0.673833709	7.941711644	3.781403898	0.503943946	26.214098	24.98412698	0.685393258	NR4A2
ENSG00000079277	0.77304946	8.937119881	2.613979647	0.491205448	49.148876	25	0.752808989	MKNK1
ENSG00000158864	0.625107757	8.339537369	5.011598087	0.506671367	269.48114	25	1.528089888	NDUFS2
ENSG00000116675	0.263996193	4.290097815	11.72852837	0.506744066	13.772076	24.9047619	2.887640449	DNAJC6
ENSG00000179314	0.273695676	4.38204486	11.60453917	0.509180831	5.144703	24.71428571	2.483146067	WSCD1
ENSG00000187608	0.274039721	4.447918795	11.46758607	0.514170657	9.256725	25	3	ISG15
ENSG00000162344	0.137615782	2.668083364	16.751745	0.499588801	0.021862088	2.285714286	1.640449438	FGF19
ENSG00000171421	0.407704488	5.725304153	8.355262367	0.50382783	5.6473007	24.98412698	2.033707865	MRPL36
ENSG00000048052	0.546057789	7.156837136	6.073243795	0.502425375	5.650845	24.93650794	1.08988764	HDAC9
ENSG00000116127	0.386428235	5.806508099	9.187854065	0.501306402	18.920214	25	2.280898876	ALMS1
ENSG00000148444	0.558922594	7.61818735	5.988330173	0.496920515	17.276949	25	1.337078652	COMMD3
ENSG00000091640	0.604298093	8.124486925	5.337815735	0.490882766	69.54728	24.98412698	1.303370787	SPAG7
ENSG00000133135	0.467015026	6.280802697	7.09084747	0.50624707	11.420628	22.77777778	1.438202247	RNF128
ENSG00000186222	0.14411098	2.811029841	16.54363305	0.495757129	0.000673464	0.079365079	1.606741573	BLOC1S4
ENSG00000112137	0.301448027	4.59450536	10.676937	0.50127367	7.0079784	24.92063492	2.561797753	PHACTR1
ENSG00000005175	0.718972653	8.345621544	3.213980051	0.486880736	25.903868	25	0.865168539	RPAP3
ENSG00000117543	0.550181965	7.297217262	5.967173299	0.49354939	18.532776	25	1.573033708	DPH5
ENSG00000092295	0.272854588	4.377190979	11.20501425	0.489128733	47.86619	24.96825397	2.876404494	TGM1
ENSG00000196670	0.322107864	4.816849005	10.16393363	0.497834659	10.568778	24.98412698	2.853932584	ZFP62
ENSG00000004809	0.161961419	2.890454073	14.81867775	0.495736558	0.38541305	12.73015873	2.224719101	SLC22A16
